Filer,View,Title,Dept/Board,File Type,Date Filed,Amended
"Velasco, Nicole Alana",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-578.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Hanlon, Colin E.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-332.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Ward, Gene R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-621.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Giugni, Heather H.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-324.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Kidani, Michelle N.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-373.pdf),"Candidate, Senator",,Candidate Financial,07/24/2012,false
"Inouye, Lorraine Rodero",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-360.pdf),"Candidate, Senator",,Candidate Financial,07/24/2012,false
"Kidani, Michelle N.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-372.pdf),"Candidate, Senator",,Candidate Financial,07/24/2012,false
"Herkes, Robert N.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-340.pdf),"Candidate, Senator",,Candidate Financial,07/24/2012,false
"Ryan, Ellen L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-526.pdf),"Candidate, Senator",,Candidate Financial,07/24/2012,false
"Fale, Richard Lee",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-69.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Ward, Gene R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-620.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Lee, Christopher Kalani Cushman",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-385.pdf),"Candidate, Representative",,Candidate Financial,07/24/2012,false
"Kalama, Ekolu",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-370.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Wooley, Jessica E.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-625.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Vincent, Henry",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-618.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Onishi, Richard H.K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-611.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Kouchi, Ronald D.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-597.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Onishi, Richard H.K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-598.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Kouchi, Ronald D.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-596.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Svrcina, Emil",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-551.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Stephens, Aaron Moke",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-550.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Shimizu, Garner Musashi",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-544.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Shimabukuro, Maile S.L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-543.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Marten, Chayne Michael",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-529.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Safarik, Gary S.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-528.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Sabey, Isaiah Kauka",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-527.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Riviere, Gilbert R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-523.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Perry, Johnnie-Mae L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-508.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Marshall, Eric B.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-453.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Manabat, Christopher Kalani",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-452.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"McKeague-Gomes, Leslie N.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-396.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Lowen, Nicole E.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-392.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Low, Jeremy D.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-390.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"LoPresti, Matthew S.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-389.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Lipton, Levani R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-388.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Larson, Elizabeth F.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-382.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Kong, Samuel Satoru",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-378.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Kim, Donna Mercado",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-376.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Johanson, Aaron L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-362.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Ichiyama, Linda Eileen",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-352.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Holt, Daniel",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-350.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-334.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Fukunaga, Carol A.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-320.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Fevella, Kurt",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-314.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Evans, Cynthia Frances Wood",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-68.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Ebert, Roy S.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-65.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Chong, Dwight Pono",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-60.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Chong, Dwight Pono",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-59.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Dela Cruz, Donovan Michael",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-53.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Matsumoto, Lauren K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-7.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Capelouto, Marissa D.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-6.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Capelouto, Dean K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-4.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Carroll, D. Mele",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3943.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Butler, Glenn V.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3900.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Butler, Glenn V.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3899.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Brower, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3897.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Butler, Glenn V.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3896.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Bradshaw, Jake T.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3894.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Brower, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3893.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Aki, Charles A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3892.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Bonk, William J.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3883.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Aki, Charles A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3882.pdf),"Candidate, Senator",,Candidate Financial,07/23/2012,false
"Akaka, Kaleihikina A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3881.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Belatti, Della Au",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3860.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Awana, Karen L.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3855.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Akaka, Kaleihikina A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3851.pdf),"Candidate, Representative",,Candidate Financial,07/23/2012,false
"Thomson, Zachary Robert",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-563.pdf),"Candidate, Representative",,Candidate Financial,07/22/2012,false
"Breslin, John M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3895.pdf),"Candidate, Representative",,Candidate Financial,07/21/2012,false
"Breslin, John M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3898.pdf),"Candidate, Representative",,Candidate Financial,07/21/2012,false
"Young, Darrell H.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-629.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Tokuda, Jill Naomi",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-565.pdf),"Candidate, Senator",,Candidate Financial,07/20/2012,false
"Tokioka, James K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-564.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Espero, William Calip",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-64.pdf),"Candidate, Senator",,Candidate Financial,07/20/2012,false
"Har, Sharon E.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-337.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Georgi, William F.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-323.pdf),"Candidate, Senator",,Candidate Financial,07/20/2012,false
"Housel, Fred G.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-351.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Allen, Julia E.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3880.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Apoliona, Suzanne Haunani",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-864.pdf),Trustee,Office of Hawaiian Affairs,Financial,07/20/2012,true
"Beam, Natalie D.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3776.pdf),Librarian II,University of Hawaii,Gift,07/20/2012,false
"Cullen, Ty J.K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-54.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Oyama, Leolani Lagat",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-506.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Pontanilla, Joseph",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-509.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Puletasi, Palasi Sam",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-510.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Rezentes, Cynthia K.L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-522.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Russell, Simon S.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-525.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Taniguchi, Brian T.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-560.pdf),"Candidate, Senator",,Candidate Financial,07/20/2012,false
"Mizuno, John Musashi",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-497.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Aquino, Henry James C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3853.pdf),"Candidate, Representative",,Candidate Financial,07/20/2012,false
"Greco, Mike A.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-326.pdf),"Candidate, Senator",,Candidate Financial,07/20/2012,false
"Ahu Isa, Leinaala S.P.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3771.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Say, Calvin K.Y.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-614.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Galuteria, Brickwood M.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-322.pdf),"Candidate, Senator",,Candidate Financial,07/19/2012,false
"Coffman, George D.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-55.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Cabanilla Arakawa, Rida T.R.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3942.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"McKelvey, Angus L.K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-397.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Morikawa, Daynette S.P.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-498.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-549.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Greenwell, Robert Kelly",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-328.pdf),"Candidate, Senator",,Candidate Financial,07/19/2012,false
"Green, Joshua B.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-327.pdf),"Candidate, Senator",,Candidate Financial,07/19/2012,false
"Shimabukuro, Maile S.L.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-542.pdf),"Candidate, Senator",,Candidate Financial,07/19/2012,false
"Ihara, Les S.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-354.pdf),"Candidate, Senator",,Candidate Financial,07/19/2012,false
"Fontaine, George R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-318.pdf),"Candidate, Representative",,Candidate Financial,07/19/2012,false
"Tsutsui, Shan S.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-577.pdf),"Candidate, Senator",,Candidate Financial,07/18/2012,false
"Herrera, Rojo",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-342.pdf),"Candidate, Senator",,Candidate Financial,07/18/2012,false
"Gabbard, Gerald Michael",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-321.pdf),"Candidate, Senator",,Candidate Financial,07/18/2012,false
"Herrera, Rojo",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-343.pdf),"Candidate, Senator",,Candidate Financial,07/18/2012,false
"Lee, Marilyn B.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-386.pdf),"Candidate, Representative",,Candidate Financial,07/18/2012,false
"Lajala, Kurt W.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-381.pdf),"Candidate, Senator",,Candidate Financial,07/18/2012,false
"Kim, Brian Y.K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-375.pdf),"Candidate, Representative",,Candidate Financial,07/18/2012,false
"Kobayashi, Bertrand Y.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-377.pdf),"Candidate, Representative",,Candidate Financial,07/18/2012,false
"Takumi, Roy M.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-559.pdf),"Candidate, Representative",,Candidate Financial,07/18/2012,false
"Au, Tiffany H.Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3854.pdf),"Candidate, Representative",,Candidate Financial,07/18/2012,false
"Lock, Theresa F.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3778.pdf),"Director, Early Childhood Coordinator",Office of the Governor,Gift,07/17/2012,false
"McDermott, Robert C.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-395.pdf),"Candidate, Representative",,Candidate Financial,07/17/2012,false
"Lacuesta, Roger Lee",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-379.pdf),"Candidate, Senator",,Candidate Financial,07/17/2012,false
"Yamane, Ryan Ichiro",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-627.pdf),"Candidate, Representative",,Candidate Financial,07/17/2012,false
"Oshiro, Marcus R.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-505.pdf),"Candidate, Representative",,Candidate Financial,07/17/2012,false
"Jordan, Georgette J.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-364.pdf),"Candidate, Representative",,Candidate Financial,07/17/2012,false
"Thielen, Cynthia H.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15220.pdf),"Legislator, District 50",House of Representatives,Financial,07/16/2012,true
"Saiki, Scott K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-541.pdf),"Candidate, Representative",,Candidate Financial,07/16/2012,false
"Fogel, Frederick Frech",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-317.pdf),"Candidate, Representative",,Candidate Financial,07/16/2012,false
"Trujillo, Burton Troy",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-566.pdf),"Candidate, Representative",,Candidate Financial,07/16/2012,false
"Galuteria, Brickwood M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15221.pdf),"Legislator, District 12",Senate,Financial,07/13/2012,true
"Coffman, George D.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3775.pdf),"Legislator, District 6",House of Representatives,Gift,07/13/2012,false
"Hokoana, Lui Kealii",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3777.pdf),"Associate Vice President, Students",University of Hawaii,Gift,07/13/2012,false
"Unebasami, Michael T.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15219.pdf),"Associate Vice President, for Administrative Affairs",University of Hawaii,Financial,07/13/2012,true
"Sonson, Alex M.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-613.pdf),"Candidate, Senator",,Candidate Financial,07/13/2012,false
"Ige, David Y.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-353.pdf),"Candidate, Senator",,Candidate Financial,07/12/2012,false
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-bf15230.pdf),"Legislator, District 18",House of Representatives,Financial,07/11/2012,true
"Luke, Sylvia J.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-393.pdf),"Candidate, Representative",,Candidate Financial,07/10/2012,false
"Magaoay, Michael Y.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-398.pdf),"Candidate, Senator",,Candidate Financial,07/10/2012,false
"Takeno, Charlene S.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3673.pdf),Coordinator for Missing Child Center,Department of the Attorney General,Gift,07/06/2012,false
"Higa, Creighton Pono",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-349.pdf),"Candidate, Representative",,Candidate Financial,07/05/2012,false
"Masagatani, Jobie M.K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-685.pdf),Chairman,Department of Hawaiian Home Lands,Financial,07/05/2012,false
"Hodel, Howard M.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3616.pdf),Energy Analyst III,"Department of Business, Economic Development and Tourism",Gift,07/05/2012,false
"Yamane, Brian Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3626.pdf),Legislative Liaison,House of Representatives,Gift,07/05/2012,false
"Marumoto, Barbara C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3608.pdf),"Legislator, District 19",House of Representatives,Gift,07/03/2012,false
"Fontaine, George R.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3674.pdf),"Legislator, District 11",House of Representatives,Gift,07/03/2012,false
"Cullen, Ty J.K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3560.pdf),"Legislator, District 39",House of Representatives,Gift,07/02/2012,false
"Mindo, Romeo M.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-496.pdf),"Candidate, Representative",,Candidate Financial,07/02/2012,false
"Nishimoto, Scott Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3575.pdf),"Legislator, District 21",House of Representatives,Gift,07/02/2012,false
"Loke, Matthew K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3574.pdf),"Administrator, Acting",Department of Agriculture,Gift,07/02/2012,false
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3573.pdf),"Legislator, District 18",House of Representatives,Gift,07/02/2012,false
"Chun Oakland, Suzanne N.J.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3572.pdf),"Legislator, District 13",Senate,Gift,07/02/2012,false
"Johanson, Aaron L.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3571.pdf),"Legislator, District 31",House of Representatives,Gift,07/02/2012,false
"Abercrombie, Neil",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3568.pdf),Governor,Office of the Governor,Gift,07/02/2012,false
"McCartney, Michael J.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3567.pdf),President/CEO,"Department of Business, Economic Development and Tourism",Gift,07/02/2012,false
"Chong, Dwight Pono",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3565.pdf),"Legislator, District 49",House of Representatives,Gift,07/02/2012,false
"Herkes, Robert N.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3564.pdf),"Legislator, District 5",House of Representatives,Gift,07/02/2012,false
"Oshiro, Marcus R.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3563.pdf),"Legislator, District 46",House of Representatives,Gift,07/02/2012,false
"Williams, James D.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3562.pdf),"Board Member, Commissioner",Board of Education,Gift,07/02/2012,false
"Waihe'e, III, John David",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3561.pdf),"Board Member, Commissioner, Chairman",Native Hawaiian Roll Commission,Gift,07/02/2012,false
"Clerinx, Wendy Y.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3559.pdf),"Director, Policy",Office of the Governor,Gift,07/02/2012,false
"Kim, Donna Mercado",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3557.pdf),"Legislator, District 14",Senate,Gift,07/02/2012,false
"Yamashita, Kyle T.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3558.pdf),"Legislator, District 12",House of Representatives,Gift,07/02/2012,false
"Young, Kalbert K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3788.pdf),Director,Department of Budget and Finance,Gift,07/02/2012,false
"Thielen, Cynthia H.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3766.pdf),"Legislator, District 50",House of Representatives,Gift,07/02/2012,false
"Lee, Karen C.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3731.pdf),Associate Vice President and Executive Director of Hawaii P-20,University of Hawaii,Gift,07/02/2012,false
"Shibata, Corey B.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3676.pdf),Building Engineer V,Department of Accounting and General Services,Gift,07/02/2012,false
"Loke, Matthew K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3677.pdf),"Administrator, Acting",Department of Agriculture,Gift,07/02/2012,false
"Saiki, Scott K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3624.pdf),"Legislator, District 26",House of Representatives,Gift,07/02/2012,false
"Yim, Spencer T.K.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3618.pdf),Office Manager,House of Representatives,Gift,07/02/2012,false
"Hahn, Dale Sachiko Chikuami",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3602.pdf),Senior Advisor,Office of the Lieutenant Governor,Gift,07/02/2012,false
"Yoshimoto, Kimberley W.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3601.pdf),Chief of Staff,Office of the Lieutenant Governor,Gift,07/02/2012,false
"Paul, Malia O.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3600.pdf),Deputy Chief of Staff,Office of the Lieutenant Governor,Gift,07/02/2012,false
"McManaman, Patricia A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3599.pdf),Director,Department of Human Services,Gift,07/02/2012,false
"Schatz, Brian E.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3598.pdf),Lieutenant Governor,Office of the Lieutenant Governor,Gift,07/02/2012,false
"Jordan, Georgette J.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3586.pdf),"Legislator, District 44",House of Representatives,Gift,07/02/2012,false
"Kaapu, Carole K.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-367.pdf),"Candidate, Representative",,Candidate Financial,06/29/2012,false
"Rhoads, Karl A.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3546.pdf),"Legislator, District 29",House of Representatives,Gift,06/29/2012,false
"Lao, Angelica W.",Form (http://files.hawaii.gov/ethics/disc/2012/KfxDis-3789.pdf),"Board Member, Commissioner, Student Representative",Board of Education,Gift,06/29/2012,false
